"_id",userId,timestamp,value.answers.0.symbol,value.answers.0.number,value.answers.0.correct,value.answers.0.timestamp,value.answers.1.symbol,value.answers.1.number,value.answers.1.correct,value.answers.1.timestamp,value.answers.2.symbol,value.answers.2.number,value.answers.2.correct,value.answers.2.timestamp,value.answers.3.symbol,value.answers.3.number,value.answers.3.correct,value.answers.3.timestamp,value.answers.4.symbol,value.answers.4.number,value.answers.4.correct,value.answers.4.timestamp,value.answers.5.symbol,value.answers.5.number,value.answers.5.correct,value.answers.5.timestamp,value.answers.6.symbol,value.answers.6.number,value.answers.6.correct,value.answers.6.timestamp,value.answers.7.symbol,value.answers.7.number,value.answers.7.correct,value.answers.7.timestamp,value.answers.8.symbol,value.answers.8.number,value.answers.8.correct,value.answers.8.timestamp,value.answers.9.symbol,value.answers.9.number,value.answers.9.correct,value.answers.9.timestamp,value.answers.10.symbol,value.answers.10.number,value.answers.10.correct,value.answers.10.timestamp,value.answers.11.symbol,value.answers.11.number,value.answers.11.correct,value.answers.11.timestamp,value.answers.12.symbol,value.answers.12.number,value.answers.12.correct,value.answers.12.timestamp,value.answers.13.symbol,value.answers.13.number,value.answers.13.correct,value.answers.13.timestamp,value.answers.14.symbol,value.answers.14.number,value.answers.14.correct,value.answers.14.timestamp,value.answers.15.symbol,value.answers.15.number,value.answers.15.correct,value.answers.15.timestamp,value.answers.16.symbol,value.answers.16.number,value.answers.16.correct,value.answers.16.timestamp,value.answers.17.symbol,value.answers.17.number,value.answers.17.correct,value.answers.17.timestamp,value.answers.18.symbol,value.answers.18.number,value.answers.18.correct,value.answers.18.timestamp,value.answers.19.symbol,value.answers.19.number,value.answers.19.correct,value.answers.19.timestamp,value.answers.20.symbol,value.answers.20.number,value.answers.20.correct,value.answers.20.timestamp,value.answers.21.symbol,value.answers.21.number,value.answers.21.correct,value.answers.21.timestamp,value.answers.22.symbol,value.answers.22.number,value.answers.22.correct,value.answers.22.timestamp,value.answers.23.symbol,value.answers.23.number,value.answers.23.correct,value.answers.23.timestamp,value.answers.24.symbol,value.answers.24.number,value.answers.24.correct,value.answers.24.timestamp,value.answers.25.symbol,value.answers.25.number,value.answers.25.correct,value.answers.25.timestamp,value.answers.26.symbol,value.answers.26.number,value.answers.26.correct,value.answers.26.timestamp,value.answers.27.symbol,value.answers.27.number,value.answers.27.correct,value.answers.27.timestamp,value.answers.28.symbol,value.answers.28.number,value.answers.28.correct,value.answers.28.timestamp,value.answers.29.symbol,value.answers.29.number,value.answers.29.correct,value.answers.29.timestamp,value.answers.30.symbol,value.answers.30.number,value.answers.30.correct,value.answers.30.timestamp,value.answers.31.symbol,value.answers.31.number,value.answers.31.correct,value.answers.31.timestamp,value.answers.32.symbol,value.answers.32.number,value.answers.32.correct,value.answers.32.timestamp,value.answers.33.symbol,value.answers.33.number,value.answers.33.correct,value.answers.33.timestamp,value.answers.34.symbol,value.answers.34.number,value.answers.34.correct,value.answers.34.timestamp,value.answers.35.symbol,value.answers.35.number,value.answers.35.correct,value.answers.35.timestamp,value.answers.36.symbol,value.answers.36.number,value.answers.36.correct,value.answers.36.timestamp,value.answers.37.symbol,value.answers.37.number,value.answers.37.correct,value.answers.37.timestamp,value.answers.38.symbol,value.answers.38.number,value.answers.38.correct,value.answers.38.timestamp,value.answers.39.symbol,value.answers.39.number,value.answers.39.correct,value.answers.39.timestamp,value.answers.40.symbol,value.answers.40.number,value.answers.40.correct,value.answers.40.timestamp,value.answers.41.symbol,value.answers.41.number,value.answers.41.correct,value.answers.41.timestamp,value.answers.42.symbol,value.answers.42.number,value.answers.42.correct,value.answers.42.timestamp,value.answers.43.symbol,value.answers.43.number,value.answers.43.correct,value.answers.43.timestamp,value.answers.44.symbol,value.answers.44.number,value.answers.44.correct,value.answers.44.timestamp,value.answers.45.symbol,value.answers.45.number,value.answers.45.correct,value.answers.45.timestamp,value.answers.46.symbol,value.answers.46.number,value.answers.46.correct,value.answers.46.timestamp,value.answers.47.symbol,value.answers.47.number,value.answers.47.correct,value.answers.47.timestamp,value.answers.48.symbol,value.answers.48.number,value.answers.48.correct,value.answers.48.timestamp,value.answers.49.symbol,value.answers.49.number,value.answers.49.correct,value.answers.49.timestamp,value.answers.50.symbol,value.answers.50.number,value.answers.50.correct,value.answers.50.timestamp,value.answers.51.symbol,value.answers.51.number,value.answers.51.correct,value.answers.51.timestamp,value.answers.52.symbol,value.answers.52.number,value.answers.52.correct,value.answers.52.timestamp,value.answers.53.symbol,value.answers.53.number,value.answers.53.correct,value.answers.53.timestamp,value.answers.54.symbol,value.answers.54.number,value.answers.54.correct,value.answers.54.timestamp,value.answers.55.symbol,value.answers.55.number,value.answers.55.correct,value.answers.55.timestamp,value.answers.56.symbol,value.answers.56.number,value.answers.56.correct,value.answers.56.timestamp,value.answers.57.symbol,value.answers.57.number,value.answers.57.correct,value.answers.57.timestamp,value.answers.58.symbol,value.answers.58.number,value.answers.58.correct,value.answers.58.timestamp,value.answers.59.symbol,value.answers.59.number,value.answers.59.correct,value.answers.59.timestamp,value.answers.60.symbol,value.answers.60.number,value.answers.60.correct,value.answers.60.timestamp,value.answers.61.symbol,value.answers.61.number,value.answers.61.correct,value.answers.61.timestamp,value.correct,value.nb,value.type
zpkn5RN86MRqTThbt,aPHMkZzuMXpCXWnh3,2017-05-31T13:26:10.331Z,star,3,true,2017-05-31T13:24:43.605Z,plus,4,true,2017-05-31T13:24:45.289Z,square,5,true,2017-05-31T13:24:46.527Z,plus,4,true,2017-05-31T13:24:47.954Z,hamburger,7,true,2017-05-31T13:24:49.774Z,circle,8,true,2017-05-31T13:24:51.344Z,square,5,true,2017-05-31T13:24:53.015Z,circle,8,true,2017-05-31T13:24:54.341Z,triangle,2,true,2017-05-31T13:24:55.875Z,plus,4,true,2017-05-31T13:24:57.045Z,mult,6,true,2017-05-31T13:24:58.486Z,inf,9,true,2017-05-31T13:25:00.059Z,triangle,2,true,2017-05-31T13:25:01.998Z,mult,6,true,2017-05-31T13:25:03.477Z,inf,9,true,2017-05-31T13:25:04.864Z,plus,4,true,2017-05-31T13:25:06.428Z,circle,8,true,2017-05-31T13:25:07.812Z,inf,9,true,2017-05-31T13:25:09.200Z,star,3,true,2017-05-31T13:25:10.824Z,triangle,2,true,2017-05-31T13:25:12.587Z,hamburger,7,true,2017-05-31T13:25:14.094Z,star,3,true,2017-05-31T13:25:15.738Z,hamburger,7,true,2017-05-31T13:25:17.392Z,triangle,2,true,2017-05-31T13:25:19.221Z,star,3,true,2017-05-31T13:25:20.710Z,circle,8,true,2017-05-31T13:25:21.939Z,square,5,true,2017-05-31T13:25:23.129Z,window,1,true,2017-05-31T13:25:24.571Z,circle,8,true,2017-05-31T13:25:25.979Z,star,3,true,2017-05-31T13:25:27.474Z,inf,9,true,2017-05-31T13:25:28.972Z,triangle,2,true,2017-05-31T13:25:30.506Z,hamburger,7,true,2017-05-31T13:25:31.994Z,window,1,true,2017-05-31T13:25:33.423Z,plus,4,true,2017-05-31T13:25:34.831Z,circle,8,true,2017-05-31T13:25:36.145Z,plus,4,true,2017-05-31T13:25:37.658Z,triangle,2,true,2017-05-31T13:25:39.266Z,square,5,true,2017-05-31T13:25:40.405Z,mult,6,true,2017-05-31T13:25:41.641Z,triangle,2,true,2017-05-31T13:25:43.056Z,star,3,true,2017-05-31T13:25:44.542Z,mult,6,true,2017-05-31T13:25:45.844Z,circle,8,true,2017-05-31T13:25:47.074Z,square,5,true,2017-05-31T13:25:48.190Z,circle,8,true,2017-05-31T13:25:49.307Z,hamburger,7,true,2017-05-31T13:25:50.742Z,plus,4,true,2017-05-31T13:25:52.280Z,mult,6,true,2017-05-31T13:25:53.672Z,plus,4,true,2017-05-31T13:25:55.190Z,circle,8,true,2017-05-31T13:25:56.300Z,window,1,true,2017-05-31T13:25:57.641Z,inf,9,true,2017-05-31T13:25:58.861Z,hamburger,7,true,2017-05-31T13:26:00.158Z,star,3,true,2017-05-31T13:26:01.545Z,hamburger,7,true,2017-05-31T13:26:03.011Z,plus,4,true,2017-05-31T13:26:04.473Z,window,1,true,2017-05-31T13:26:05.656Z,plus,4,true,2017-05-31T13:26:07.154Z,circle,8,true,2017-05-31T13:26:08.512Z,window,1,true,2017-05-31T13:26:09.638Z,triangle,2,true,2017-05-31T13:26:11.011Z,62,62,reverse
9rpdpQ99kAWDQcC3a,gGSWzh5PnqgFdCpq4,2017-05-31T15:31:05.131Z,window,2,true,2017-05-31T15:29:36.234Z,square,6,true,2017-05-31T15:29:37.928Z,window,2,true,2017-05-31T15:29:39.073Z,square,6,true,2017-05-31T15:29:40.304Z,plus,3,true,2017-05-31T15:29:42.226Z,circle,4,true,2017-05-31T15:29:43.962Z,triangle,7,true,2017-05-31T15:29:46.233Z,circle,4,true,2017-05-31T15:29:47.934Z,window,2,true,2017-05-31T15:29:49.644Z,circle,4,true,2017-05-31T15:29:51.494Z,square,6,true,2017-05-31T15:29:52.979Z,mult,5,true,2017-05-31T15:29:55.141Z,star,8,true,2017-05-31T15:29:56.922Z,square,6,true,2017-05-31T15:29:58.328Z,star,8,true,2017-05-31T15:30:00.075Z,window,2,true,2017-05-31T15:30:01.460Z,star,8,true,2017-05-31T15:30:03.163Z,mult,5,true,2017-05-31T15:30:04.928Z,inf,9,true,2017-05-31T15:30:07.138Z,star,8,true,2017-05-31T15:30:09.402Z,inf,9,true,2017-05-31T15:30:10.952Z,star,8,true,2017-05-31T15:30:12.424Z,triangle,7,true,2017-05-31T15:30:14.527Z,square,6,true,2017-05-31T15:30:16.229Z,circle,4,true,2017-05-31T15:30:18.196Z,window,2,true,2017-05-31T15:30:19.508Z,hamburger,1,true,2017-05-31T15:30:20.979Z,plus,3,true,2017-05-31T15:30:23.047Z,star,8,true,2017-05-31T15:30:24.789Z,circle,4,true,2017-05-31T15:30:26.350Z,hamburger,1,true,2017-05-31T15:30:27.673Z,mult,5,true,2017-05-31T15:30:29.582Z,plus,3,true,2017-05-31T15:30:31.147Z,circle,4,true,2017-05-31T15:30:32.817Z,square,6,true,2017-05-31T15:30:34.371Z,plus,3,true,2017-05-31T15:30:36.284Z,window,2,true,2017-05-31T15:30:38.814Z,square,6,true,2017-05-31T15:30:40.679Z,mult,5,true,2017-05-31T15:30:42.460Z,square,6,true,2017-05-31T15:30:44.251Z,star,8,true,2017-05-31T15:30:45.978Z,square,6,true,2017-05-31T15:30:47.549Z,circle,4,true,2017-05-31T15:30:49.418Z,mult,5,true,2017-05-31T15:30:51.350Z,inf,9,true,2017-05-31T15:30:53.097Z,plus,3,true,2017-05-31T15:30:55.198Z,star,8,true,2017-05-31T15:30:56.874Z,mult,5,true,2017-05-31T15:30:58.954Z,star,8,true,2017-05-31T15:31:00.535Z,hamburger,1,true,2017-05-31T15:31:01.951Z,square,6,true,2017-05-31T15:31:03.700Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,51,reverse
L3CrzuB8a54HsBey6,oGTtb7DQu4ewMBinx,2017-05-31T16:58:30.204Z,hamburger,3,true,2017-05-31T16:56:53.748Z,square,1,true,2017-05-31T16:56:55.882Z,window,2,true,2017-05-31T16:56:57.642Z,plus,8,true,2017-05-31T16:57:00.023Z,square,1,true,2017-05-31T16:57:02.244Z,hamburger,3,true,2017-05-31T16:57:04.675Z,window,2,true,2017-05-31T16:57:06.481Z,inf,5,true,2017-05-31T16:57:09.376Z,star,9,true,2017-05-31T16:57:11.650Z,inf,5,true,2017-05-31T16:57:13.817Z,star,9,true,2017-05-31T16:57:16.372Z,plus,8,true,2017-05-31T16:57:18.427Z,circle,6,true,2017-05-31T16:57:20.168Z,square,1,true,2017-05-31T16:57:22.293Z,mult,4,true,2017-05-31T16:57:24.975Z,circle,6,true,2017-05-31T16:57:27.045Z,plus,8,true,2017-05-31T16:57:29.832Z,hamburger,3,true,2017-05-31T16:57:31.793Z,triangle,7,true,2017-05-31T16:57:33.767Z,plus,8,true,2017-05-31T16:57:35.622Z,hamburger,3,true,2017-05-31T16:57:37.894Z,square,1,true,2017-05-31T16:57:39.649Z,hamburger,3,true,2017-05-31T16:57:41.758Z,inf,5,true,2017-05-31T16:57:43.575Z,plus,8,true,2017-05-31T16:57:45.725Z,star,9,true,2017-05-31T16:57:47.644Z,triangle,7,true,2017-05-31T16:57:49.733Z,star,9,true,2017-05-31T16:57:51.441Z,plus,8,true,2017-05-31T16:57:53.250Z,window,2,true,2017-05-31T16:57:54.941Z,inf,5,true,2017-05-31T16:57:58.569Z,square,1,true,2017-05-31T16:58:00.541Z,mult,4,true,2017-05-31T16:58:04.189Z,hamburger,3,true,2017-05-31T16:58:07.358Z,triangle,7,true,2017-05-31T16:58:09.523Z,square,1,true,2017-05-31T16:58:11.324Z,triangle,7,true,2017-05-31T16:58:13.275Z,inf,5,true,2017-05-31T16:58:15.029Z,circle,6,true,2017-05-31T16:58:17.508Z,triangle,7,true,2017-05-31T16:58:19.393Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,reverse
tWRagcPwpJjwNo6hu,eobt3CosDzEtxWW5P,2017-05-31T18:12:55.637Z,mult,4,true,2017-05-31T18:11:29.188Z,window,7,true,2017-05-31T18:11:31.631Z,star,9,true,2017-05-31T18:11:37.004Z,circle,3,true,2017-05-31T18:11:39.334Z,mult,4,true,2017-05-31T18:11:41.611Z,circle,3,true,2017-05-31T18:11:44.269Z,mult,4,true,2017-05-31T18:11:46.592Z,window,7,true,2017-05-31T18:11:49.095Z,circle,3,true,2017-05-31T18:11:51.132Z,window,7,true,2017-05-31T18:11:53.404Z,square,6,true,2017-05-31T18:11:55.519Z,plus,8,true,2017-05-31T18:11:57.924Z,inf,5,true,2017-05-31T18:12:00.616Z,triangle,1,true,2017-05-31T18:12:02.750Z,square,6,true,2017-05-31T18:12:05.136Z,mult,4,true,2017-05-31T18:12:07.624Z,square,6,true,2017-05-31T18:12:09.597Z,inf,5,true,2017-05-31T18:12:11.783Z,square,6,true,2017-05-31T18:12:13.807Z,window,7,true,2017-05-31T18:12:15.728Z,mult,4,true,2017-05-31T18:12:18.535Z,hamburger,2,true,2017-05-31T18:12:20.611Z,window,7,true,2017-05-31T18:12:23.070Z,square,6,true,2017-05-31T18:12:25.736Z,triangle,1,true,2017-05-31T18:12:28.398Z,square,6,true,2017-05-31T18:12:31.558Z,inf,5,true,2017-05-31T18:12:33.460Z,circle,3,true,2017-05-31T18:12:38.130Z,star,9,true,2017-05-31T18:12:40.684Z,mult,4,true,2017-05-31T18:12:46.350Z,inf,5,true,2017-05-31T18:12:48.669Z,hamburger,2,true,2017-05-31T18:12:50.949Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,32,reverse
SZXBEXeohmdMPYdyM,4rrTX4mu2QT5uocm4,2017-05-31T19:07:47.246Z,mult,6,true,2017-05-31T19:06:19.064Z,star,5,true,2017-05-31T19:06:21.302Z,hamburger,4,true,2017-05-31T19:06:23.606Z,mult,6,true,2017-05-31T19:06:25.609Z,inf,8,true,2017-05-31T19:06:28.838Z,hamburger,4,true,2017-05-31T19:06:31.073Z,plus,9,true,2017-05-31T19:06:34.207Z,star,5,true,2017-05-31T19:06:36.425Z,square,1,true,2017-05-31T19:06:38.539Z,mult,6,true,2017-05-31T19:06:40.214Z,star,5,true,2017-05-31T19:06:41.904Z,hamburger,4,true,2017-05-31T19:06:44.239Z,mult,6,true,2017-05-31T19:06:45.979Z,plus,9,true,2017-05-31T19:06:47.817Z,star,5,true,2017-05-31T19:06:49.988Z,plus,9,true,2017-05-31T19:06:52.289Z,hamburger,4,true,2017-05-31T19:06:54.067Z,inf,8,true,2017-05-31T19:06:55.972Z,triangle,3,true,2017-05-31T19:06:58.116Z,hamburger,4,true,2017-05-31T19:06:59.791Z,circle,2,true,2017-05-31T19:07:01.529Z,window,7,true,2017-05-31T19:07:03.940Z,square,1,true,2017-05-31T19:07:06.314Z,triangle,3,true,2017-05-31T19:07:08.031Z,inf,8,true,2017-05-31T19:07:10.056Z,mult,6,true,2017-05-31T19:07:11.916Z,circle,2,true,2017-05-31T19:07:13.509Z,mult,6,true,2017-05-31T19:07:15.687Z,star,5,true,2017-05-31T19:07:17.969Z,window,7,true,2017-05-31T19:07:19.800Z,triangle,3,true,2017-05-31T19:07:21.805Z,circle,2,true,2017-05-31T19:07:23.304Z,plus,9,true,2017-05-31T19:07:25.595Z,star,5,true,2017-05-31T19:07:27.959Z,circle,2,true,2017-05-31T19:07:29.622Z,hamburger,4,true,2017-05-31T19:07:31.830Z,star,5,true,2017-05-31T19:07:33.436Z,window,7,true,2017-05-31T19:07:35.507Z,hamburger,4,true,2017-05-31T19:07:37.381Z,window,7,true,2017-05-31T19:07:39.105Z,hamburger,4,true,2017-05-31T19:07:40.107Z,window,7,true,2017-05-31T19:07:42.392Z,circle,2,true,2017-05-31T19:07:44.166Z,star,5,true,2017-05-31T19:07:45.935Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,44,reverse
6pneFvtYW8atP8i2H,2Dy2uFf3aw6jv9r5u,2017-06-01T10:00:16.457Z,plus,9,true,2017-06-01T09:58:51.128Z,inf,1,true,2017-06-01T09:58:53.329Z,star,5,true,2017-06-01T09:58:54.956Z,inf,1,true,2017-06-01T09:58:58.218Z,plus,9,true,2017-06-01T09:58:59.982Z,circle,6,true,2017-06-01T09:59:01.452Z,hamburger,3,true,2017-06-01T09:59:03.491Z,plus,9,true,2017-06-01T09:59:05.011Z,inf,1,true,2017-06-01T09:59:06.960Z,hamburger,3,true,2017-06-01T09:59:08.602Z,star,5,true,2017-06-01T09:59:10.089Z,plus,9,true,2017-06-01T09:59:11.910Z,inf,1,true,2017-06-01T09:59:13.911Z,hamburger,3,true,2017-06-01T09:59:15.679Z,inf,1,true,2017-06-01T09:59:17.132Z,hamburger,3,true,2017-06-01T09:59:18.516Z,star,5,true,2017-06-01T09:59:20.271Z,window,8,true,2017-06-01T09:59:21.873Z,inf,1,true,2017-06-01T09:59:23.265Z,star,5,true,2017-06-01T09:59:24.671Z,square,4,true,2017-06-01T09:59:26.452Z,plus,9,true,2017-06-01T09:59:28.069Z,mult,7,true,2017-06-01T09:59:29.895Z,star,5,true,2017-06-01T09:59:31.384Z,plus,9,true,2017-06-01T09:59:32.951Z,circle,6,true,2017-06-01T09:59:34.516Z,triangle,2,true,2017-06-01T09:59:36.995Z,square,4,true,2017-06-01T09:59:38.517Z,hamburger,3,true,2017-06-01T09:59:40.275Z,window,8,true,2017-06-01T09:59:41.876Z,star,5,true,2017-06-01T09:59:43.245Z,inf,1,true,2017-06-01T09:59:44.598Z,mult,7,true,2017-06-01T09:59:46.939Z,plus,9,true,2017-06-01T09:59:49.853Z,mult,7,true,2017-06-01T09:59:52.205Z,inf,1,true,2017-06-01T09:59:53.569Z,triangle,2,true,2017-06-01T09:59:56.590Z,mult,7,true,2017-06-01T09:59:58.778Z,square,4,true,2017-06-01T10:00:00.444Z,star,5,true,2017-06-01T10:00:02.332Z,mult,7,true,2017-06-01T10:00:04.541Z,square,4,true,2017-06-01T10:00:07.077Z,triangle,2,true,2017-06-01T10:00:09.001Z,circle,6,true,2017-06-01T10:00:10.989Z,triangle,2,true,2017-06-01T10:00:13.583Z,star,5,true,2017-06-01T10:00:15.104Z,mult,7,true,2017-06-01T10:00:17.111Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,47,reverse
SwbygYuzqAFwNznAD,qs5XkSepn4qjBpzck,2017-06-01T10:05:28.466Z,square,1,true,2017-06-01T10:04:01.765Z,triangle,7,true,2017-06-01T10:04:04.438Z,plus,4,true,2017-06-01T10:04:06.986Z,triangle,7,true,2017-06-01T10:04:09.698Z,window,9,true,2017-06-01T10:04:11.866Z,hamburger,2,true,2017-06-01T10:04:14.077Z,plus,4,true,2017-06-01T10:04:16.768Z,circle,6,true,2017-06-01T10:04:18.771Z,window,9,true,2017-06-01T10:04:20.332Z,mult,5,true,2017-06-01T10:04:23.017Z,circle,6,true,2017-06-01T10:04:25.966Z,mult,5,true,2017-06-01T10:04:28.464Z,hamburger,2,true,2017-06-01T10:04:31.584Z,inf,3,true,2017-06-01T10:04:33.777Z,star,8,true,2017-06-01T10:04:36.668Z,window,9,true,2017-06-01T10:04:38.928Z,plus,4,true,2017-06-01T10:04:41.148Z,triangle,7,true,2017-06-01T10:04:43.515Z,star,8,true,2017-06-01T10:04:46.356Z,mult,5,true,2017-06-01T10:04:48.399Z,circle,6,true,2017-06-01T10:04:50.202Z,mult,5,true,2017-06-01T10:04:52.857Z,circle,6,true,2017-06-01T10:04:54.483Z,star,8,true,2017-06-01T10:04:56.389Z,triangle,7,true,2017-06-01T10:04:58.075Z,square,1,true,2017-06-01T10:05:00.376Z,mult,5,true,2017-06-01T10:05:03.366Z,triangle,7,true,2017-06-01T10:05:05.404Z,window,9,true,2017-06-01T10:05:06.922Z,plus,5,false,2017-06-01T10:05:09.738Z,circle,6,true,2017-06-01T10:05:12.960Z,triangle,7,true,2017-06-01T10:05:14.705Z,plus,4,true,2017-06-01T10:05:18.063Z,triangle,7,true,2017-06-01T10:05:21.934Z,plus,5,false,2017-06-01T10:05:24.458Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,35,reverse
Ta6RL5Jm3kuSdA3uF,3ZJxRxNFMbsihHc9n,2017-06-01T10:18:49.461Z,triangle,2,true,2017-06-01T10:17:20.376Z,circle,3,true,2017-06-01T10:17:22.768Z,square,5,true,2017-06-01T10:17:26.625Z,mult,1,true,2017-06-01T10:17:29.320Z,circle,3,true,2017-06-01T10:17:31.378Z,star,8,true,2017-06-01T10:17:33.479Z,circle,3,true,2017-06-01T10:17:35.333Z,plus,4,true,2017-06-01T10:17:37.613Z,inf,6,true,2017-06-01T10:17:39.566Z,hamburger,9,true,2017-06-01T10:17:41.754Z,plus,4,true,2017-06-01T10:17:43.748Z,star,8,true,2017-06-01T10:17:45.958Z,window,7,true,2017-06-01T10:17:48.492Z,plus,4,true,2017-06-01T10:17:50.631Z,star,8,true,2017-06-01T10:17:53.636Z,plus,4,true,2017-06-01T10:17:56.092Z,square,5,true,2017-06-01T10:17:57.686Z,plus,4,true,2017-06-01T10:17:59.546Z,triangle,2,true,2017-06-01T10:18:01.790Z,hamburger,9,true,2017-06-01T10:18:03.708Z,inf,6,true,2017-06-01T10:18:05.557Z,window,7,true,2017-06-01T10:18:07.376Z,hamburger,9,true,2017-06-01T10:18:08.987Z,square,5,true,2017-06-01T10:18:10.516Z,circle,3,true,2017-06-01T10:18:13.979Z,inf,6,true,2017-06-01T10:18:16.170Z,triangle,2,true,2017-06-01T10:18:18.214Z,star,8,true,2017-06-01T10:18:20.773Z,square,5,true,2017-06-01T10:18:22.462Z,inf,6,true,2017-06-01T10:18:24.340Z,hamburger,9,true,2017-06-01T10:18:25.867Z,star,8,true,2017-06-01T10:18:28.860Z,inf,6,true,2017-06-01T10:18:30.536Z,window,7,true,2017-06-01T10:18:32.654Z,star,8,true,2017-06-01T10:18:35.670Z,triangle,2,true,2017-06-01T10:18:37.660Z,circle,3,true,2017-06-01T10:18:39.157Z,inf,6,true,2017-06-01T10:18:40.913Z,triangle,2,true,2017-06-01T10:18:42.909Z,mult,1,true,2017-06-01T10:18:44.277Z,star,8,true,2017-06-01T10:18:46.495Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,41,reverse
7owSGpkCWDRoG9335,iPppckgzp8sRDpzfy,2017-06-01T10:37:13.065Z,star,7,true,2017-06-01T10:35:47.481Z,square,8,true,2017-06-01T10:35:53.084Z,window,3,true,2017-06-01T10:35:56.292Z,mult,9,true,2017-06-01T10:36:00.735Z,star,7,true,2017-06-01T10:36:04.847Z,circle,1,true,2017-06-01T10:36:06.911Z,plus,2,true,2017-06-01T10:36:08.799Z,mult,9,true,2017-06-01T10:36:12.846Z,square,8,true,2017-06-01T10:36:15.723Z,hamburger,4,true,2017-06-01T10:36:18.003Z,inf,5,true,2017-06-01T10:36:19.976Z,square,8,true,2017-06-01T10:36:22.047Z,plus,2,true,2017-06-01T10:36:24.388Z,inf,5,true,2017-06-01T10:36:26.561Z,window,3,true,2017-06-01T10:36:30.599Z,square,8,true,2017-06-01T10:36:32.955Z,triangle,6,true,2017-06-01T10:36:34.781Z,hamburger,4,true,2017-06-01T10:36:37.184Z,square,8,true,2017-06-01T10:36:40.859Z,plus,2,true,2017-06-01T10:36:43.662Z,circle,1,true,2017-06-01T10:36:45.353Z,hamburger,4,true,2017-06-01T10:36:48.707Z,circle,1,true,2017-06-01T10:36:51.382Z,hamburger,4,true,2017-06-01T10:36:53.888Z,circle,1,true,2017-06-01T10:36:55.809Z,inf,5,true,2017-06-01T10:36:58.706Z,triangle,6,true,2017-06-01T10:37:01.424Z,window,3,true,2017-06-01T10:37:03.833Z,star,7,true,2017-06-01T10:37:06.470Z,mult,9,true,2017-06-01T10:37:08.800Z,inf,5,true,2017-06-01T10:37:11.508Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,31,reverse
